si_no,mart_name,year,month,product_id,Product,sales
16809,Mart H,2018,9,PRD35,Paddy,691
16810,Mart H,2018,10,PRD35,Paddy,668
16811,Mart H,2018,11,PRD35,Paddy,699
16812,Mart H,2018,12,PRD35,Paddy,487
16813,Mart H,2019,1,PRD35,Paddy,538
16814,Mart H,2019,2,PRD35,Paddy,525
16815,Mart H,2019,3,PRD35,Paddy,758
16816,Mart H,2019,4,PRD35,Paddy,803
16817,Mart H,2019,5,PRD35,Paddy,884
16818,Mart H,2019,6,PRD35,Paddy,934
16819,Mart H,2019,7,PRD35,Paddy,1018
16820,Mart H,2019,8,PRD35,Paddy,924
16821,Mart H,2019,9,PRD35,Paddy,845
16822,Mart H,2019,10,PRD35,Paddy,751
16823,Mart H,2019,11,PRD35,Paddy,822
16824,Mart H,2019,12,PRD35,Paddy,589
16825,Mart H,2020,1,PRD35,Paddy,585
16826,Mart H,2020,2,PRD35,Paddy,558
16827,Mart H,2020,3,PRD35,Paddy,775
16828,Mart H,2020,4,PRD35,Paddy,876
16829,Mart H,2020,5,PRD35,Paddy,1024
16830,Mart H,2020,6,PRD35,Paddy,898
16831,Mart H,2020,7,PRD35,Paddy,1055
16832,Mart H,2020,8,PRD35,Paddy,917
16833,Mart H,2020,9,PRD35,Paddy,846
16834,Mart H,2020,10,PRD35,Paddy,869
16835,Mart H,2020,11,PRD35,Paddy,905
16836,Mart H,2020,12,PRD35,Paddy,648
16837,Mart H,2021,1,PRD35,Paddy,657
16838,Mart H,2021,2,PRD35,Paddy,606
16839,Mart H,2021,3,PRD35,Paddy,878
16840,Mart H,2021,4,PRD35,Paddy,952
16841,Mart H,2021,5,PRD35,Paddy,1032
16842,Mart H,2021,6,PRD35,Paddy,1049
16843,Mart H,2021,7,PRD35,Paddy,1152
16844,Mart H,2021,8,PRD35,Paddy,1014
16845,Mart H,2021,9,PRD35,Paddy,898
16846,Mart H,2021,10,PRD35,Paddy,851
16847,Mart H,2021,11,PRD35,Paddy,874
16848,Mart H,2021,12,PRD35,Paddy,702
16849,Mart H,2018,1,PRD36,Ragi,809
16850,Mart H,2018,2,PRD36,Ragi,719
16851,Mart H,2018,3,PRD36,Ragi,1058
16852,Mart H,2018,4,PRD36,Ragi,1184
16853,Mart H,2018,5,PRD36,Ragi,1334
16854,Mart H,2018,6,PRD36,Ragi,1342
16855,Mart H,2018,7,PRD36,Ragi,1538
16856,Mart H,2018,8,PRD36,Ragi,1326
16857,Mart H,2018,9,PRD36,Ragi,1174
16858,Mart H,2018,10,PRD36,Ragi,1205
16859,Mart H,2018,11,PRD36,Ragi,1233
16860,Mart H,2018,12,PRD36,Ragi,853
16861,Mart H,2019,1,PRD36,Ragi,895
16862,Mart H,2019,2,PRD36,Ragi,931
16863,Mart H,2019,3,PRD36,Ragi,1255
16864,Mart H,2019,4,PRD36,Ragi,1425
16865,Mart H,2019,5,PRD36,Ragi,1503
16866,Mart H,2019,6,PRD36,Ragi,1615
16867,Mart H,2019,7,PRD36,Ragi,1684
16868,Mart H,2019,8,PRD36,Ragi,1483
16869,Mart H,2019,9,PRD36,Ragi,1425
16870,Mart H,2019,10,PRD36,Ragi,1334
16871,Mart H,2019,11,PRD36,Ragi,1385
16872,Mart H,2019,12,PRD36,Ragi,975
16873,Mart H,2020,1,PRD36,Ragi,953
16874,Mart H,2020,2,PRD36,Ragi,950
16875,Mart H,2020,3,PRD36,Ragi,1323
16876,Mart H,2020,4,PRD36,Ragi,1510
16877,Mart H,2020,5,PRD36,Ragi,1602
16878,Mart H,2020,6,PRD36,Ragi,1674
16879,Mart H,2020,7,PRD36,Ragi,1843
16880,Mart H,2020,8,PRD36,Ragi,1533
16881,Mart H,2020,9,PRD36,Ragi,1390
16882,Mart H,2020,10,PRD36,Ragi,1380
16883,Mart H,2020,11,PRD36,Ragi,1417
16884,Mart H,2020,12,PRD36,Ragi,1072
16885,Mart H,2021,1,PRD36,Ragi,1064
16886,Mart H,2021,2,PRD36,Ragi,1052
16887,Mart H,2021,3,PRD36,Ragi,1342
16888,Mart H,2021,4,PRD36,Ragi,1574
16889,Mart H,2021,5,PRD36,Ragi,1661
16890,Mart H,2021,6,PRD36,Ragi,1736
16891,Mart H,2021,7,PRD36,Ragi,1982
16892,Mart H,2021,8,PRD36,Ragi,1664
16893,Mart H,2021,9,PRD36,Ragi,1498
16894,Mart H,2021,10,PRD36,Ragi,1448
16895,Mart H,2021,11,PRD36,Ragi,1522
16896,Mart H,2021,12,PRD36,Ragi,1122
16897,Mart H,2018,1,PRD37,Raisins,1109
16898,Mart H,2018,2,PRD37,Raisins,1113
16899,Mart H,2018,3,PRD37,Raisins,1484
16900,Mart H,2018,4,PRD37,Raisins,1568
16901,Mart H,2018,5,PRD37,Raisins,1870
16902,Mart H,2018,6,PRD37,Raisins,1935
16903,Mart H,2018,7,PRD37,Raisins,2073
16904,Mart H,2018,8,PRD37,Raisins,1788
16905,Mart H,2018,9,PRD37,Raisins,1714
16906,Mart H,2018,10,PRD37,Raisins,1606
16907,Mart H,2018,11,PRD37,Raisins,1698
16908,Mart H,2018,12,PRD37,Raisins,1224
16909,Mart H,2019,1,PRD37,Raisins,1245
16910,Mart H,2019,2,PRD37,Raisins,1248
16911,Mart H,2019,3,PRD37,Raisins,1704
16912,Mart H,2019,4,PRD37,Raisins,1863
16913,Mart H,2019,5,PRD37,Raisins,2137
16914,Mart H,2019,6,PRD37,Raisins,2173
16915,Mart H,2019,7,PRD37,Raisins,2397
16916,Mart H,2019,8,PRD37,Raisins,2249
16917,Mart H,2019,9,PRD37,Raisins,1874
16918,Mart H,2019,10,PRD37,Raisins,1674
16919,Mart H,2019,11,PRD37,Raisins,1953
16920,Mart H,2019,12,PRD37,Raisins,1369
16921,Mart H,2020,1,PRD37,Raisins,1352
16922,Mart H,2020,2,PRD37,Raisins,1387
16923,Mart H,2020,3,PRD37,Raisins,1762
16924,Mart H,2020,4,PRD37,Raisins,1998
16925,Mart H,2020,5,PRD37,Raisins,2268
16926,Mart H,2020,6,PRD37,Raisins,2169
16927,Mart H,2020,7,PRD37,Raisins,2399
16928,Mart H,2020,8,PRD37,Raisins,2200
16929,Mart H,2020,9,PRD37,Raisins,1954
16930,Mart H,2020,10,PRD37,Raisins,1899
16931,Mart H,2020,11,PRD37,Raisins,1985
16932,Mart H,2020,12,PRD37,Raisins,1480
16933,Mart H,2021,1,PRD37,Raisins,1457
16934,Mart H,2021,2,PRD37,Raisins,1482
16935,Mart H,2021,3,PRD37,Raisins,1930
16936,Mart H,2021,4,PRD37,Raisins,2208
16937,Mart H,2021,5,PRD37,Raisins,2470
16938,Mart H,2021,6,PRD37,Raisins,2454
16939,Mart H,2021,7,PRD37,Raisins,2738
16940,Mart H,2021,8,PRD37,Raisins,2333
16941,Mart H,2021,9,PRD37,Raisins,2206
16942,Mart H,2021,10,PRD37,Raisins,2099
16943,Mart H,2021,11,PRD37,Raisins,2127
16944,Mart H,2021,12,PRD37,Raisins,1636
16945,Mart H,2018,1,PRD38,Saffron,628
16946,Mart H,2018,2,PRD38,Saffron,621
16947,Mart H,2018,3,PRD38,Saffron,868
16948,Mart H,2018,4,PRD38,Saffron,971
16949,Mart H,2018,5,PRD38,Saffron,1073
16950,Mart H,2018,6,PRD38,Saffron,1063
16951,Mart H,2018,7,PRD38,Saffron,1205
16952,Mart H,2018,8,PRD38,Saffron,1157
16953,Mart H,2018,9,PRD38,Saffron,950
16954,Mart H,2018,10,PRD38,Saffron,927
16955,Mart H,2018,11,PRD38,Saffron,966
16956,Mart H,2018,12,PRD38,Saffron,699
16957,Mart H,2019,1,PRD38,Saffron,732
16958,Mart H,2019,2,PRD38,Saffron,723
16959,Mart H,2019,3,PRD38,Saffron,996
16960,Mart H,2019,4,PRD38,Saffron,1079
16961,Mart H,2019,5,PRD38,Saffron,1273
16962,Mart H,2019,6,PRD38,Saffron,1254
16963,Mart H,2019,7,PRD38,Saffron,1328
16964,Mart H,2019,8,PRD38,Saffron,1172
16965,Mart H,2019,9,PRD38,Saffron,1042
16966,Mart H,2019,10,PRD38,Saffron,1045
16967,Mart H,2019,11,PRD38,Saffron,1087
16968,Mart H,2019,12,PRD38,Saffron,796
16969,Mart H,2020,1,PRD38,Saffron,762
16970,Mart H,2020,2,PRD38,Saffron,794
16971,Mart H,2020,3,PRD38,Saffron,1058
16972,Mart H,2020,4,PRD38,Saffron,1149
16973,Mart H,2020,5,PRD38,Saffron,1266
16974,Mart H,2020,6,PRD38,Saffron,1317
16975,Mart H,2020,7,PRD38,Saffron,1397
16976,Mart H,2020,8,PRD38,Saffron,1267
16977,Mart H,2020,9,PRD38,Saffron,1107
16978,Mart H,2020,10,PRD38,Saffron,1106
16979,Mart H,2020,11,PRD38,Saffron,1210
16980,Mart H,2020,12,PRD38,Saffron,877
16981,Mart H,2021,1,PRD38,Saffron,793
16982,Mart H,2021,2,PRD38,Saffron,876
16983,Mart H,2021,3,PRD38,Saffron,1100
16984,Mart H,2021,4,PRD38,Saffron,1197
16985,Mart H,2021,5,PRD38,Saffron,1396
16986,Mart H,2021,6,PRD38,Saffron,1389
16987,Mart H,2021,7,PRD38,Saffron,1625
16988,Mart H,2021,8,PRD38,Saffron,1398
16989,Mart H,2021,9,PRD38,Saffron,1239
16990,Mart H,2021,10,PRD38,Saffron,1178
16991,Mart H,2021,11,PRD38,Saffron,1196
16992,Mart H,2021,12,PRD38,Saffron,882
16993,Mart H,2018,1,PRD39,Vermicelli,1709
16994,Mart H,2018,2,PRD39,Vermicelli,1685
16995,Mart H,2018,3,PRD39,Vermicelli,2390
16996,Mart H,2018,4,PRD39,Vermicelli,2610
16997,Mart H,2018,5,PRD39,Vermicelli,2798
16998,Mart H,2018,6,PRD39,Vermicelli,3101
16999,Mart H,2018,7,PRD39,Vermicelli,3301
17000,Mart H,2018,8,PRD39,Vermicelli,2942
17001,Mart H,2018,9,PRD39,Vermicelli,2656
17002,Mart H,2018,10,PRD39,Vermicelli,2458
17003,Mart H,2018,11,PRD39,Vermicelli,2585
17004,Mart H,2018,12,PRD39,Vermicelli,1888
17005,Mart H,2019,1,PRD39,Vermicelli,1999
17006,Mart H,2019,2,PRD39,Vermicelli,2030
17007,Mart H,2019,3,PRD39,Vermicelli,2645
17008,Mart H,2019,4,PRD39,Vermicelli,2892
17009,Mart H,2019,5,PRD39,Vermicelli,3342
17010,Mart H,2019,6,PRD39,Vermicelli,3445
17011,Mart H,2019,7,PRD39,Vermicelli,3928
17012,Mart H,2019,8,PRD39,Vermicelli,3362
17013,Mart H,2019,9,PRD39,Vermicelli,2946
17014,Mart H,2019,10,PRD39,Vermicelli,2899
17015,Mart H,2019,11,PRD39,Vermicelli,2975
17016,Mart H,2019,12,PRD39,Vermicelli,2181
17017,Mart H,2020,1,PRD39,Vermicelli,2125
17018,Mart H,2020,2,PRD39,Vermicelli,2064
17019,Mart H,2020,3,PRD39,Vermicelli,2866
17020,Mart H,2020,4,PRD39,Vermicelli,3091
17021,Mart H,2020,5,PRD39,Vermicelli,3552
17022,Mart H,2020,6,PRD39,Vermicelli,3532
17023,Mart H,2020,7,PRD39,Vermicelli,3974
17024,Mart H,2020,8,PRD39,Vermicelli,3511
17025,Mart H,2020,9,PRD39,Vermicelli,3189
17026,Mart H,2020,10,PRD39,Vermicelli,3115
17027,Mart H,2020,11,PRD39,Vermicelli,3119
17028,Mart H,2020,12,PRD39,Vermicelli,2322
17029,Mart H,2021,1,PRD39,Vermicelli,2317
17030,Mart H,2021,2,PRD39,Vermicelli,2254
17031,Mart H,2021,3,PRD39,Vermicelli,2985
17032,Mart H,2021,4,PRD39,Vermicelli,3440
17033,Mart H,2021,5,PRD39,Vermicelli,3604
17034,Mart H,2021,6,PRD39,Vermicelli,3836
17035,Mart H,2021,7,PRD39,Vermicelli,4444
17036,Mart H,2021,8,PRD39,Vermicelli,3688
17037,Mart H,2021,9,PRD39,Vermicelli,3359
17038,Mart H,2021,10,PRD39,Vermicelli,3243
17039,Mart H,2021,11,PRD39,Vermicelli,3370
17040,Mart H,2021,12,PRD39,Vermicelli,2452
17041,Mart H,2018,1,PRD40,Rose Water,1196
17042,Mart H,2018,2,PRD40,Rose Water,1278
17043,Mart H,2018,3,PRD40,Rose Water,1748
17044,Mart H,2018,4,PRD40,Rose Water,1904
17045,Mart H,2018,5,PRD40,Rose Water,2124
17046,Mart H,2018,6,PRD40,Rose Water,2263
17047,Mart H,2018,7,PRD40,Rose Water,2359
17048,Mart H,2018,8,PRD40,Rose Water,2080
17049,Mart H,2018,9,PRD40,Rose Water,1881
17050,Mart H,2018,10,PRD40,Rose Water,1811
17051,Mart H,2018,11,PRD40,Rose Water,1924
17052,Mart H,2018,12,PRD40,Rose Water,1356
17053,Mart H,2019,1,PRD40,Rose Water,1458
17054,Mart H,2019,2,PRD40,Rose Water,1435
17055,Mart H,2019,3,PRD40,Rose Water,1936
17056,Mart H,2019,4,PRD40,Rose Water,2162
17057,Mart H,2019,5,PRD40,Rose Water,2478
17058,Mart H,2019,6,PRD40,Rose Water,2501
17059,Mart H,2019,7,PRD40,Rose Water,2728
17060,Mart H,2019,8,PRD40,Rose Water,2440
17061,Mart H,2019,9,PRD40,Rose Water,2172
17062,Mart H,2019,10,PRD40,Rose Water,2115
17063,Mart H,2019,11,PRD40,Rose Water,2243
17064,Mart H,2019,12,PRD40,Rose Water,1625
17065,Mart H,2020,1,PRD40,Rose Water,1445
17066,Mart H,2020,2,PRD40,Rose Water,1633
17067,Mart H,2020,3,PRD40,Rose Water,2002
17068,Mart H,2020,4,PRD40,Rose Water,2144
17069,Mart H,2020,5,PRD40,Rose Water,2553
17070,Mart H,2020,6,PRD40,Rose Water,2618
17071,Mart H,2020,7,PRD40,Rose Water,2882
17072,Mart H,2020,8,PRD40,Rose Water,2521
17073,Mart H,2020,9,PRD40,Rose Water,2253
17074,Mart H,2020,10,PRD40,Rose Water,2198
17075,Mart H,2020,11,PRD40,Rose Water,2286
17076,Mart H,2020,12,PRD40,Rose Water,1690
17077,Mart H,2021,1,PRD40,Rose Water,1732
17078,Mart H,2021,2,PRD40,Rose Water,1622
17079,Mart H,2021,3,PRD40,Rose Water,2194
17080,Mart H,2021,4,PRD40,Rose Water,2386
17081,Mart H,2021,5,PRD40,Rose Water,2673
17082,Mart H,2021,6,PRD40,Rose Water,2946
17083,Mart H,2021,7,PRD40,Rose Water,3082
17084,Mart H,2021,8,PRD40,Rose Water,2770
17085,Mart H,2021,9,PRD40,Rose Water,2449
17086,Mart H,2021,10,PRD40,Rose Water,2321
17087,Mart H,2021,11,PRD40,Rose Water,2417
17088,Mart H,2021,12,PRD40,Rose Water,1809
17089,Mart H,2018,1,PRD41,Pickle,483
17090,Mart H,2018,2,PRD41,Pickle,487
17091,Mart H,2018,3,PRD41,Pickle,630
17092,Mart H,2018,4,PRD41,Pickle,706
17093,Mart H,2018,5,PRD41,Pickle,833
17094,Mart H,2018,6,PRD41,Pickle,859
17095,Mart H,2018,7,PRD41,Pickle,912
17096,Mart H,2018,8,PRD41,Pickle,837
17097,Mart H,2018,9,PRD41,Pickle,695
17098,Mart H,2018,10,PRD41,Pickle,704
17099,Mart H,2018,11,PRD41,Pickle,701
17100,Mart H,2018,12,PRD41,Pickle,536
17101,Mart H,2019,1,PRD41,Pickle,510
17102,Mart H,2019,2,PRD41,Pickle,595
17103,Mart H,2019,3,PRD41,Pickle,746
17104,Mart H,2019,4,PRD41,Pickle,783
17105,Mart H,2019,5,PRD41,Pickle,913
17106,Mart H,2019,6,PRD41,Pickle,910
17107,Mart H,2019,7,PRD41,Pickle,1058
17108,Mart H,2019,8,PRD41,Pickle,921
17109,Mart H,2019,9,PRD41,Pickle,823
17110,Mart H,2019,10,PRD41,Pickle,768
17111,Mart H,2019,11,PRD41,Pickle,832
17112,Mart H,2019,12,PRD41,Pickle,611
17113,Mart H,2020,1,PRD41,Pickle,605
17114,Mart H,2020,2,PRD41,Pickle,575
17115,Mart H,2020,3,PRD41,Pickle,761
17116,Mart H,2020,4,PRD41,Pickle,833
17117,Mart H,2020,5,PRD41,Pickle,960
17118,Mart H,2020,6,PRD41,Pickle,986
17119,Mart H,2020,7,PRD41,Pickle,1020
17120,Mart H,2020,8,PRD41,Pickle,955
17121,Mart H,2020,9,PRD41,Pickle,855
17122,Mart H,2020,10,PRD41,Pickle,795
17123,Mart H,2020,11,PRD41,Pickle,821
17124,Mart H,2020,12,PRD41,Pickle,654
17125,Mart H,2021,1,PRD41,Pickle,620
17126,Mart H,2021,2,PRD41,Pickle,625
17127,Mart H,2021,3,PRD41,Pickle,815
17128,Mart H,2021,4,PRD41,Pickle,904
17129,Mart H,2021,5,PRD41,Pickle,1019
17130,Mart H,2021,6,PRD41,Pickle,1054
17131,Mart H,2021,7,PRD41,Pickle,1178
17132,Mart H,2021,8,PRD41,Pickle,1095
17133,Mart H,2021,9,PRD41,Pickle,938
17134,Mart H,2021,10,PRD41,Pickle,850
17135,Mart H,2021,11,PRD41,Pickle,911
17136,Mart H,2021,12,PRD41,Pickle,698
17137,Mart H,2018,1,PRD42,Palm Oil,1083
17138,Mart H,2018,2,PRD42,Palm Oil,1122
17139,Mart H,2018,3,PRD42,Palm Oil,1423
17140,Mart H,2018,4,PRD42,Palm Oil,1689
17141,Mart H,2018,5,PRD42,Palm Oil,1750
17142,Mart H,2018,6,PRD42,Palm Oil,1910
17143,Mart H,2018,7,PRD42,Palm Oil,2056
17144,Mart H,2018,8,PRD42,Palm Oil,1852
17145,Mart H,2018,9,PRD42,Palm Oil,1640
17146,Mart H,2018,10,PRD42,Palm Oil,1584
17147,Mart H,2018,11,PRD42,Palm Oil,1718
17148,Mart H,2018,12,PRD42,Palm Oil,1193
17149,Mart H,2019,1,PRD42,Palm Oil,1252
17150,Mart H,2019,2,PRD42,Palm Oil,1278
17151,Mart H,2019,3,PRD42,Palm Oil,1753
17152,Mart H,2019,4,PRD42,Palm Oil,1821
17153,Mart H,2019,5,PRD42,Palm Oil,2016
17154,Mart H,2019,6,PRD42,Palm Oil,2157
17155,Mart H,2019,7,PRD42,Palm Oil,2376
17156,Mart H,2019,8,PRD42,Palm Oil,2125
17157,Mart H,2019,9,PRD42,Palm Oil,1892
17158,Mart H,2019,10,PRD42,Palm Oil,1846
17159,Mart H,2019,11,PRD42,Palm Oil,1902
17160,Mart H,2019,12,PRD42,Palm Oil,1398
17161,Mart H,2020,1,PRD42,Palm Oil,1317
17162,Mart H,2020,2,PRD42,Palm Oil,1332
17163,Mart H,2020,3,PRD42,Palm Oil,1664
17164,Mart H,2020,4,PRD42,Palm Oil,1970
17165,Mart H,2020,5,PRD42,Palm Oil,2290
17166,Mart H,2020,6,PRD42,Palm Oil,2286
17167,Mart H,2020,7,PRD42,Palm Oil,2492
17168,Mart H,2020,8,PRD42,Palm Oil,2200
17169,Mart H,2020,9,PRD42,Palm Oil,2010
17170,Mart H,2020,10,PRD42,Palm Oil,1841
17171,Mart H,2020,11,PRD42,Palm Oil,2091
17172,Mart H,2020,12,PRD42,Palm Oil,1457
17173,Mart H,2021,1,PRD42,Palm Oil,1382
17174,Mart H,2021,2,PRD42,Palm Oil,1432
17175,Mart H,2021,3,PRD42,Palm Oil,1870
17176,Mart H,2021,4,PRD42,Palm Oil,2141
17177,Mart H,2021,5,PRD42,Palm Oil,2361
17178,Mart H,2021,6,PRD42,Palm Oil,2483
17179,Mart H,2021,7,PRD42,Palm Oil,2716
17180,Mart H,2021,8,PRD42,Palm Oil,2285
17181,Mart H,2021,9,PRD42,Palm Oil,2151
17182,Mart H,2021,10,PRD42,Palm Oil,2117
17183,Mart H,2021,11,PRD42,Palm Oil,2100
17184,Mart H,2021,12,PRD42,Palm Oil,1670
17185,Mart H,2018,1,PRD43,Neem Oil,573
17186,Mart H,2018,2,PRD43,Neem Oil,608
17187,Mart H,2018,3,PRD43,Neem Oil,862
17188,Mart H,2018,4,PRD43,Neem Oil,926
17189,Mart H,2018,5,PRD43,Neem Oil,1051
17190,Mart H,2018,6,PRD43,Neem Oil,1152
17191,Mart H,2018,7,PRD43,Neem Oil,1139
17192,Mart H,2018,8,PRD43,Neem Oil,1019
17193,Mart H,2018,9,PRD43,Neem Oil,944
17194,Mart H,2018,10,PRD43,Neem Oil,918
17195,Mart H,2018,11,PRD43,Neem Oil,928
17196,Mart H,2018,12,PRD43,Neem Oil,705
17197,Mart H,2019,1,PRD43,Neem Oil,718
17198,Mart H,2019,2,PRD43,Neem Oil,771
17199,Mart H,2019,3,PRD43,Neem Oil,945
17200,Mart H,2019,4,PRD43,Neem Oil,1078
17201,Mart H,2019,5,PRD43,Neem Oil,1227
17202,Mart H,2019,6,PRD43,Neem Oil,1230
17203,Mart H,2019,7,PRD43,Neem Oil,1348
17204,Mart H,2019,8,PRD43,Neem Oil,1262
17205,Mart H,2019,9,PRD43,Neem Oil,1112
17206,Mart H,2019,10,PRD43,Neem Oil,1045
17207,Mart H,2019,11,PRD43,Neem Oil,1121
17208,Mart H,2019,12,PRD43,Neem Oil,763
17209,Mart H,2020,1,PRD43,Neem Oil,724
17210,Mart H,2020,2,PRD43,Neem Oil,782
17211,Mart H,2020,3,PRD43,Neem Oil,998
17212,Mart H,2020,4,PRD43,Neem Oil,1137
17213,Mart H,2020,5,PRD43,Neem Oil,1266
17214,Mart H,2020,6,PRD43,Neem Oil,1336
17215,Mart H,2020,7,PRD43,Neem Oil,1507
17216,Mart H,2020,8,PRD43,Neem Oil,1314
17217,Mart H,2020,9,PRD43,Neem Oil,1173
17218,Mart H,2020,10,PRD43,Neem Oil,1130
17219,Mart H,2020,11,PRD43,Neem Oil,1196
17220,Mart H,2020,12,PRD43,Neem Oil,813
17221,Mart H,2021,1,PRD43,Neem Oil,842
17222,Mart H,2021,2,PRD43,Neem Oil,820
17223,Mart H,2021,3,PRD43,Neem Oil,1085
17224,Mart H,2021,4,PRD43,Neem Oil,1227
17225,Mart H,2021,5,PRD43,Neem Oil,1365
17226,Mart H,2021,6,PRD43,Neem Oil,1408
17227,Mart H,2021,7,PRD43,Neem Oil,1483
17228,Mart H,2021,8,PRD43,Neem Oil,1378
17229,Mart H,2021,9,PRD43,Neem Oil,1254
17230,Mart H,2021,10,PRD43,Neem Oil,1177
17231,Mart H,2021,11,PRD43,Neem Oil,1225
17232,Mart H,2021,12,PRD43,Neem Oil,840
17233,Mart H,2018,1,PRD44,Sesame Oil,1413
17234,Mart H,2018,2,PRD44,Sesame Oil,1402
17235,Mart H,2018,3,PRD44,Sesame Oil,1946
17236,Mart H,2018,4,PRD44,Sesame Oil,2191
17237,Mart H,2018,5,PRD44,Sesame Oil,2326
17238,Mart H,2018,6,PRD44,Sesame Oil,2500
17239,Mart H,2018,7,PRD44,Sesame Oil,2760
17240,Mart H,2018,8,PRD44,Sesame Oil,2286
17241,Mart H,2018,9,PRD44,Sesame Oil,2145
17242,Mart H,2018,10,PRD44,Sesame Oil,2072
17243,Mart H,2018,11,PRD44,Sesame Oil,2148
17244,Mart H,2018,12,PRD44,Sesame Oil,1590
17245,Mart H,2019,1,PRD44,Sesame Oil,1641
17246,Mart H,2019,2,PRD44,Sesame Oil,1651
17247,Mart H,2019,3,PRD44,Sesame Oil,2137
17248,Mart H,2019,4,PRD44,Sesame Oil,2431
17249,Mart H,2019,5,PRD44,Sesame Oil,2794
17250,Mart H,2019,6,PRD44,Sesame Oil,2759
17251,Mart H,2019,7,PRD44,Sesame Oil,2979
17252,Mart H,2019,8,PRD44,Sesame Oil,2765
17253,Mart H,2019,9,PRD44,Sesame Oil,2406
17254,Mart H,2019,10,PRD44,Sesame Oil,2292
17255,Mart H,2019,11,PRD44,Sesame Oil,2559
17256,Mart H,2019,12,PRD44,Sesame Oil,1826
17257,Mart H,2020,1,PRD44,Sesame Oil,1689
17258,Mart H,2020,2,PRD44,Sesame Oil,1807
17259,Mart H,2020,3,PRD44,Sesame Oil,2235
17260,Mart H,2020,4,PRD44,Sesame Oil,2551
17261,Mart H,2020,5,PRD44,Sesame Oil,2922
17262,Mart H,2020,6,PRD44,Sesame Oil,2871
17263,Mart H,2020,7,PRD44,Sesame Oil,3232
17264,Mart H,2020,8,PRD44,Sesame Oil,2853
17265,Mart H,2020,9,PRD44,Sesame Oil,2504
17266,Mart H,2020,10,PRD44,Sesame Oil,2535
17267,Mart H,2020,11,PRD44,Sesame Oil,2638
17268,Mart H,2020,12,PRD44,Sesame Oil,1873
17269,Mart H,2021,1,PRD44,Sesame Oil,1810
17270,Mart H,2021,2,PRD44,Sesame Oil,1835
17271,Mart H,2021,3,PRD44,Sesame Oil,2377
17272,Mart H,2021,4,PRD44,Sesame Oil,2778
17273,Mart H,2021,5,PRD44,Sesame Oil,3131
17274,Mart H,2021,6,PRD44,Sesame Oil,3097
17275,Mart H,2021,7,PRD44,Sesame Oil,3399
17276,Mart H,2021,8,PRD44,Sesame Oil,3206
17277,Mart H,2021,9,PRD44,Sesame Oil,2817
17278,Mart H,2021,10,PRD44,Sesame Oil,2609
17279,Mart H,2021,11,PRD44,Sesame Oil,2687
17280,Mart H,2021,12,PRD44,Sesame Oil,2046
17281,Mart I,2018,1,PRD01,Cumin Seeds,1061
17282,Mart I,2018,2,PRD01,Cumin Seeds,1072
17283,Mart I,2018,3,PRD01,Cumin Seeds,1400
17284,Mart I,2018,4,PRD01,Cumin Seeds,1610
17285,Mart I,2018,5,PRD01,Cumin Seeds,1691
17286,Mart I,2018,6,PRD01,Cumin Seeds,1853
17287,Mart I,2018,7,PRD01,Cumin Seeds,2029
17288,Mart I,2018,8,PRD01,Cumin Seeds,1860
17289,Mart I,2018,9,PRD01,Cumin Seeds,1641
17290,Mart I,2018,10,PRD01,Cumin Seeds,1529
17291,Mart I,2018,11,PRD01,Cumin Seeds,1642
17292,Mart I,2018,12,PRD01,Cumin Seeds,1238
17293,Mart I,2019,1,PRD01,Cumin Seeds,1223
17294,Mart I,2019,2,PRD01,Cumin Seeds,1242
17295,Mart I,2019,3,PRD01,Cumin Seeds,1646
17296,Mart I,2019,4,PRD01,Cumin Seeds,1876
17297,Mart I,2019,5,PRD01,Cumin Seeds,2018
17298,Mart I,2019,6,PRD01,Cumin Seeds,2157
17299,Mart I,2019,7,PRD01,Cumin Seeds,2375
17300,Mart I,2019,8,PRD01,Cumin Seeds,2093
17301,Mart I,2019,9,PRD01,Cumin Seeds,1801
17302,Mart I,2019,10,PRD01,Cumin Seeds,1833
17303,Mart I,2019,11,PRD01,Cumin Seeds,1821
17304,Mart I,2019,12,PRD01,Cumin Seeds,1373
17305,Mart I,2020,1,PRD01,Cumin Seeds,1299
17306,Mart I,2020,2,PRD01,Cumin Seeds,1303
17307,Mart I,2020,3,PRD01,Cumin Seeds,1692
17308,Mart I,2020,4,PRD01,Cumin Seeds,1941
17309,Mart I,2020,5,PRD01,Cumin Seeds,2126
17310,Mart I,2020,6,PRD01,Cumin Seeds,2180
17311,Mart I,2020,7,PRD01,Cumin Seeds,2477
17312,Mart I,2020,8,PRD01,Cumin Seeds,2156
17313,Mart I,2020,9,PRD01,Cumin Seeds,1963
17314,Mart I,2020,10,PRD01,Cumin Seeds,1828
17315,Mart I,2020,11,PRD01,Cumin Seeds,1929
17316,Mart I,2020,12,PRD01,Cumin Seeds,1469
17317,Mart I,2021,1,PRD01,Cumin Seeds,1465
17318,Mart I,2021,2,PRD01,Cumin Seeds,1436
17319,Mart I,2021,3,PRD01,Cumin Seeds,1843
17320,Mart I,2021,4,PRD01,Cumin Seeds,2127
17321,Mart I,2021,5,PRD01,Cumin Seeds,2380
17322,Mart I,2021,6,PRD01,Cumin Seeds,2378
17323,Mart I,2021,7,PRD01,Cumin Seeds,2658
17324,Mart I,2021,8,PRD01,Cumin Seeds,2339
